date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:45:40	72862/72862	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:37%20GMT	https://themes247.net/html5/construction-template/demo/home-2-slider-simple.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/home-2-slider-simple.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:40	63755/63755	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/home-3-hero-slideshow.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/home-3-hero-slideshow.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:42	23889/23889	---M--	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202023%2002:32:09%20GMT	https://themes247.net/html5/construction-template/demo/page-contact.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-contact.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:42	37731/37731	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/page-about-2.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-about-2.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:42	44846/44846	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/page-about.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-about.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:42	25460/25460	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:37%20GMT	https://themes247.net/html5/construction-template/demo/page-services.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-services.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:43	28597/28597	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/page-service-detail.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-service-detail.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:43	33248/33248	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/page-services-2.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-services-2.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:43	32681/32681	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:37%20GMT	https://themes247.net/html5/construction-template/demo/page-shop.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-shop.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:43	33277/33277	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:37%20GMT	https://themes247.net/html5/construction-template/demo/page-shop-single.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-shop-single.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:44	33859/33859	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/page-shop-cart.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-shop-cart.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:44	33491/33491	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:37%20GMT	https://themes247.net/html5/construction-template/demo/blog-single.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/blog-single.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:44	22590/22590	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/buttons.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/buttons.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:44	53737/53737	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/icons.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/icons.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:44	26003/26003	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:37%20GMT	https://themes247.net/html5/construction-template/demo/toggles.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/toggles.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:45	34858/34858	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/typography.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/typography.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:45	39219/39219	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:37%20GMT	https://themes247.net/html5/construction-template/demo/galleries.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/galleries.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:45	33738/33738	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:37%20GMT	https://themes247.net/html5/construction-template/demo/page-portfolio-grid.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-portfolio-grid.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:46	37071/37071	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/page-portfolio-grid-fullwidth.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-portfolio-grid-fullwidth.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:46	35603/35603	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:37%20GMT	https://themes247.net/html5/construction-template/demo/page-portfolio-slider.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-portfolio-slider.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:46	35647/35647	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:37%20GMT	https://themes247.net/html5/construction-template/demo/page-portfolio-slider-fullwidth.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-portfolio-slider-fullwidth.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:46	25236/25236	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/page-project-detail.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-project-detail.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:46	103502/103502	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/iconboxs.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/iconboxs.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:46	27359/27359	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/page-project-detail-2.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-project-detail-2.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:47	24554/24554	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/page-project-detail-3.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-project-detail-3.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:47	25310/25310	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/page-project-detail-4.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/page-project-detail-4.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:47	2816/2816	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/shop-item.png	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/shop-item.png	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:47	33946/33946	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2000:49:37%20GMT	https://themes247.net/html5/construction-template/demo/blog.html	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/blog.html	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:49	110719/110719	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/1.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/1.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:49	129248/129248	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/slider/7.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/slider/7.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:49	312974/312974	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/slider/6.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/slider/6.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:49	97542/97542	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/2.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/2.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:50	260797/260797	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/1-full.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/1-full.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:50	146778/146778	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/3.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/3.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:50	175450/175450	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/2-full.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/2-full.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:50	206652/206652	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/3-full.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/3-full.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:51	150241/150241	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/5.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/5.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:52	152493/152493	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/4.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/4.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:52	221169/221169	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/6.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/6.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:52	277434/277434	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/4-full.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/4-full.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:54	330622/330622	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/5-full.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/5-full.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:54	419601/419601	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/7-full.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/7-full.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:54	215585/215585	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/7.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/7.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:56	164002/164002	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/8.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/8.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:56	126214/126214	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/gallery/1.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/gallery/1.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:56	386992/386992	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/8-full.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/8-full.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:57	93936/93936	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/gallery/3.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/gallery/3.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:57	96949/96949	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/gallery/2.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/gallery/2.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:57	12227/12227	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/gallery/1-s.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/gallery/1-s.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:57	441508/441508	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/projects/6-full.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/projects/6-full.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:57	11221/11221	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/gallery/2-s.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/gallery/2-s.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:58	120944/120944	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/gallery/4.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/gallery/4.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:58	11488/11488	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/gallery/3-s.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/gallery/3-s.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:58	11454/11454	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/gallery/4-s.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/gallery/4-s.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:58	23784/23784	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/services/1.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/services/1.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:58	24641/24641	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/services/3.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/services/3.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:58	34709/34709	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/services/2.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/services/2.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:59	3815/3815	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/partners/1.png	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/partners/1.png	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:59	3355/3355	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/partners/2.png	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/partners/2.png	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:45:59	3889/3889	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/partners/3.png	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/partners/3.png	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:46:00	3744/3744	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/partners/4.png	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/partners/4.png	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:46:00	4805/4805	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/partners/5.png	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/partners/5.png	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:46:00	3196/3196	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/partners/6.png	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/partners/6.png	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:46:00	12864/12864	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/testimonials/1.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/testimonials/1.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:46:00	9753/9753	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/testimonials/2.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/testimonials/2.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
23:46:01	8897/8897	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2000:49:36%20GMT	https://themes247.net/html5/construction-template/demo/assets/img/testimonials/3.jpg	C:/Users/fatma/Projelerim/doguBaglantiElemanlari/themes247.net/html5/construction-template/demo/assets/img/testimonials/3.jpg	(from https://themes247.net/html5/construction-template/demo/home-slider-simple.html)
